element	sp_num	obs_wl_vac(nm)	unc_obs_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref
C	2	"537.007"	"0.004"	"6wh*"	"3.11e+05"	B	"20.844740"	"23.15359"	"2s2.4d"	"2D"	"3/2"	"2s2.7p"	"2P*"	"3/2"		"T5109LS"	"L1176"
C	2	"537.007"	"0.004"	"6wh*"	"2.80e+06"	B	"20.844765"	"23.15359"	"2s2.4d"	"2D"	"5/2"	"2s2.7p"	"2P*"	"3/2"		"T5109LS"	"L1176"
C	2	"537.007"	"0.004"	"6wh*"	"3.11e+06"	B	"20.844740"	"23.15347"	"2s2.4d"	"2D"	"3/2"	"2s2.7p"	"2P*"	"1/2"		"T5109LS"	"L1176"
O	2	"537.5845"	"0.0010"	"6"	"4.15e+04"	C	"22.9793029"	"25.2856211"	"2s2.2p2.(3P).3s"	"4P"	"3/2"	"2s2.2p2.(3P).3p"	"2S*"	"1/2"		"T6172"	"L10621"
O	2	"537.9063"	"0.0010"	"5"	"9.68e+04"	E	"29.0622429"	"31.367183"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(1S).3p"	"2P*"	"3/2"		"T5723LS"	"L10621"
O	2	"538.0848"	"0.0010"	"7"	"9.67e+05"	D	"29.0622429"	"31.366419"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(1S).3p"	"2P*"	"1/2"		"T5723LS"	"L10621"
C	1	"538.18269"	"0.00003"	"120000"	"1.86e+06"	B	"7.68476777"	"9.98852478"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.4p"	"1P"	"1"		"T6070"	"L12175c183"
O	2	"538.3268"	"0.0010"	"1"	"7.55e+03"	C	"26.5536859"	"28.8568239"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	"2s2.2p2.(3P).3d"	"4D"	"3/2"		"T6172"	"L10621"
O	2	"539.4110"	"0.0010"	"10"	"8.64e+05"	D	"29.0686699"	"31.367183"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(1S).3p"	"2P*"	"3/2"		"T5723LS"	"L10621"
B	2	"539.467"	"0.010"	"30"	"6.07e+06"	C	"21.150629"	"23.448881"	"1s2.2s.4p"	"1P*"	"1"	"1s2.2p.3p"	"1P"	"1"		"u27"	"L12120"
C	1	"540.31"	"0.03"	"2400d"	""		"8.850662829"	"11.14563"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<1/2>).11d"	"2[5/2]*"	"2"		""	"L2138c153"
O	2	"541.0707"	"0.0010"	"1"	"3.10e+04"	C	"26.5610940"	"28.8525664"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).3d"	"4D"	"1/2"		"T6172"	"L10621"
O	2	"541.7278"	"0.0010"	"5"	""		"24.265006"	"26.5536859"	"2s.2p4"	"2S"	"1/2"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"		""	"L10621"
O	2	"542.5147"	"0.0010"	"1"	"2.81e+04"	C	"26.5536859"	"28.8390335"	"2s2.2p2.(3P).3p"	"2P*"	"1/2"	"2s2.2p2.(3P).3d"	"4P"	"1/2"		"T6172"	"L10621"
O	1	"543.669"	"0.010"	"90"	"7.74e+05"	C+	"10.7402250"	"13.0207346"	"2s2.2p3.(4S*).3p"	"5P"	"1"	"2s2.2p3.(4S*).6s"	"5S*"	"2"		"T5713LS"	"L3760"
O	1	"543.729"	"0.010"	"110"	"1.29e+06"	C+	"10.7404756"	"13.0207346"	"2s2.2p3.(4S*).3p"	"5P"	"2"	"2s2.2p3.(4S*).6s"	"5S*"	"2"		"T5713LS"	"L3760"
O	1	"543.837"	"0.010"	"135"	"1.80e+06"	C+	"10.7409314"	"13.0207346"	"2s2.2p3.(4S*).3p"	"5P"	"3"	"2s2.2p3.(4S*).6s"	"5S*"	"2"		"T5713LS"	"L3760"
C	1	"543.839"	"0.016"	"3300w"	""		"8.850662829"	"11.13046"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L2138"
O	2	"546.2558"	"0.0010"	"2"	"6.53e+04"	C	"26.5610940"	"28.8307832"	"2s2.2p2.(3P).3p"	"2P*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"3/2"		"T6172"	"L10621"
C	2	"548.0112"	"0.0010"	"11"	"4.4e+06"	C	"24.373054"	"26.635493"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4p"	"4D"	"7/2"		"T10528"	"L1176"
C	2	"548.4874"	"0.0020"	"5"	"1.1e+06"	C	"24.370757"	"26.631221"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"		"T10528"	"L1176"
C	2	"548.7424"	"0.0020"	"7"	"3.32e+06"	C+	"24.371800"	"26.631221"	"2s.2p.(3P*).3d"	"4D*"	"5/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"		"T2440"	"L1176"
C	2	"549.0475"	"0.0020"	"5"	"8.2e+05"	C	"24.373054"	"26.631221"	"2s.2p.(3P*).3d"	"4D*"	"7/2"	"2s.2p.(3P*).4p"	"4D"	"5/2"		"T10528"	"L1176"
C	2	"549.1685"	"0.0020"	"5"	"2.0e+06"	C	"24.370757"	"26.628437"	"2s.2p.(3P*).3d"	"4D*"	"3/2"	"2s.2p.(3P*).4p"	"4D"	"3/2"		"T10528"	"L1176"
N	2	"549.720"	"0.010"	"450"	"2.66e+07"	B+	"21.159916"	"23.415330"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.3d"	"3P*"	"2"		"T7333"	"L3513"
B	1	"550.6094"	"0.0015"	"a*"	""		"5.9334881"	"8.185267"	"2s.2p2"	"2D"	"5/2"	"2s2.11f"	"2F*"	"5/2,7/2"		""	"L694"
B	1	"550.6094"	"0.0015"	"a*"	""		"5.9335273"	"8.185267"	"2s.2p2"	"2D"	"3/2"	"2s2.11f"	"2F*"	"5/2,7/2"		""	"L694"
C	1	"551.004"	"0.016"	"3500bl(Cr II)"	""		"8.848124381"	"11.098407"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<3/2>).10s"	"2[3/2]*"	"1"		""	"L2138"
C	1	"551.222"	"0.016"	"2600bl(Cr II)"	""		"8.850662829"	"11.09995"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L2138"
C	1	"551.63"	"0.03"	"1700d,l"	""		"8.850662829"	"11.09825"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L2138"
C	1	"551.7223"	"0.0014"	"880"	""		"8.850662829"	"11.097883"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L17684"
C	1	"551.8175"	"0.0014"	"1100"	""		"8.643023685"	"10.889851"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.6d"	"3P*"	"2"		""	"L17684"
C	1	"552.50"	"0.03"	"2700w"	""		"8.84658790"	"11.090616"	"2s2.2p.3p"	"3P"	"0"	"2s2.2p.(2P*<1/2>).10s"	"2[1/2]*"	"1"		""	"L2138"
C	1	"552.8368"	"0.0014"	"2500"	""		"8.647160399"	"10.889851"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.6d"	"3P*"	"2"		""	"L17684"
C	1	"553.1317"	"0.0014"	"1700"	""		"8.643023685"	"10.884529"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.7s"	"1P*"	"1"		""	"L17684"
C	1	"553.358"	"0.016"	"1800bl?"	""		"8.850662829"	"11.091149"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<1/2>).9d"	"2[3/2]*"	"1"		""	"L2138c153"
C	1	"553.6344"	"0.0014"	"1700"	""		"8.643023685"	"10.882479"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.6d"	"3D*"	"2"		""	"L17684"
C	2	"553.6887"	"0.0010"	"15"	"1.75e+06"	B	"19.494538"	"21.733778"	"2s2.4s"	"2S"	"1/2"	"2s2.5p"	"2P*"	"3/2"		"T5109LS"	"L1176"
N	2	"553.690"	"0.010"	"285"	"6.04e+07"	C+	"25.506626"	"27.745867"	"2s.2p2.(4P).3s"	"5P"	"3"	"2s.2p2.(4P).3p"	"5D*"	"4"		"T5520LS"	"L3513"
C	2	"553.9148"	"0.0010"	"9"	"1.75e+06"	B	"19.494538"	"21.732863"	"2s2.4s"	"2S"	"1/2"	"2s2.5p"	"2P*"	"1/2"		"T5109LS"	"L1176"
C	1	"554.2295"	"0.0014"	"3700"	"1.8e+05"	D	"8.643023685"	"10.880080"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.7s"	"3P*"	"2"		"T5520LS"	"L17684"
C	1	"554.5357"	"0.0014"	"1100"	""		"8.647160399"	"10.882983"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.6d"	"3D*"	"3"		""	"L17684"
C	1	"554.661"	"0.003"	"13000*"	"3.0e+05"	D	"8.64039604"	"10.8757182"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.7s"	"3P*"	"1"		"T5520LS"	"L17684"
C	1	"554.661"	"0.003"	"13000*"	""		"8.647160399"	"10.882479"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.6d"	"3D*"	"2"		""	"L17684"
C	1	"554.8812"	"0.0014"	"3900"	"1.2e+06"	D	"8.64039604"	"10.874826"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.7s"	"3P*"	"0"		"T5520LS"	"L17684"
C	1	"554.9780"	"0.0014"	"1700"	""		"8.64039604"	"10.874433"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.6d"	"3F*"	"2"		""	"L17684"
C	1	"555.0443"	"0.0014"	"2100"	""		"8.647160399"	"10.880931"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.6d"	"3F*"	"4"		""	"L17684"
C	1	"555.2574"	"0.0014"	"2500"	"1.0e+06"	D	"8.647160399"	"10.880080"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.7s"	"3P*"	"2"		"T5520LS"	"L17684"
C	1	"555.3131"	"0.0014"	"9600"	"9.e+05"	D	"8.643023685"	"10.8757182"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.7s"	"3P*"	"1"		"T5520LS"	"L17684"
C	1	"555.4716"	"0.0014"	"2100"	""		"8.643023685"	"10.875078"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.6d"	"3F*"	"3"		""	"L17684"
B	1	"556.4730"	"0.0015"	"a*"	""		"5.9334881"	"8.161540"	"2s.2p2"	"2D"	"5/2"	"2s2.10f"	"2F*"	"5/2,7/2"		""	"L694"
B	1	"556.4730"	"0.0015"	"a*"	""		"5.9335273"	"8.161540"	"2s.2p2"	"2D"	"3/2"	"2s2.10f"	"2F*"	"5/2,7/2"		""	"L694"
C	1	"557.88"	"0.03"	"2700"	""		"8.643023685"	"10.865203"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.6d"	"1D*"	"2"		""	"L2138c153"
O	2	"558.4782"	"0.0010"	"10"	"2.17e+06"	D	"28.591928"	"30.811970"	"2s2.2p2.(1S).3s"	"2S"	"1/2"	"2s2.2p2.(3P).4p"	"2P*"	"3/2"		"T5723LS"	"L10621"
O	3	"559.392"	"0.010"	"110"	"3.27e+07"	B	"33.857770"	"36.074225"	"2s2.2p.(2P*).3s"	"1P*"	"1"	"2s2.2p.(2P*).3p"	"1P"	"1"		"T5376,T5791,u24"	"L3492"
C	1	"559.8854"	"0.0014"	"2200"	""		"8.771134696"	"10.985590"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.(2P*<3/2>).7d"	"2[5/2]*"	"2"		""	"L17684"
O	5	"559.946"	"0.010"	"130"	"1.48e+07"	B	"72.27291"	"74.48713"	"1s2.2s.3p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"3"		"T3843n"	"L552"
C	1	"560.5289"	"0.0014"	"1500"	"1.6e+05"	D	"8.771134696"	"10.983051"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.(2P*<3/2>).8s"	"2[3/2]*"	"2"		"T5520LS"	"L17684"
O	2	"561.2619"	"0.0010"	"5"	"2.14e+06"	D	"28.591928"	"30.800949"	"2s2.2p2.(1S).3s"	"2S"	"1/2"	"2s2.2p2.(3P).4p"	"2P*"	"1/2"		"T5723LS"	"L10621"
C	1	"561.40"	"0.03"	"960"	""		"8.84658790"	"11.055019"	"2s2.2p.3p"	"3P"	"0"	"2s2.2p.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L2138"
O	2	"561.5030"	"0.0010"	"6"	""		"23.4415082"	"25.6495863"	"2s2.2p2.(3P).3s"	"2P"	"3/2"	"2s2.2p2.(3P).3p"	"4D*"	"5/2"		""	"L10621"
C	1	"561.6368"	"0.0014"	"1000"	"1.6e+05"	D	"8.771134696"	"10.9786886"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.(2P*<1/2>).8s"	"2[1/2]*"	"1"		"T5520LS"	"L17684"
C	1	"561.8049"	"0.0014"	"1000"	"1.6e+05"	D	"8.771134696"	"10.978030"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.(2P*<1/2>).8s"	"2[1/2]*"	"0"		"T5520LS"	"L17684"
C	1	"562.460"	"0.016"	"1900bl?"	""		"8.850662829"	"11.055019"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L2138"
C	1	"562.712"	"0.016"	"1900bl?"	""		"8.850662829"	"11.053899"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L2138c153"
C	1	"563.1493"	"0.0014"	"1400"	""		"8.850662829"	"11.052284"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L17684"
B	1	"563.4633"	"0.0003"	""	"2.25e+05"	C+	"4.9642890"	"7.1646833"	"2s2.3s"	"2S"	"1/2"	"2s2.4p"	"2P*"	"3/2"		"T7192"	"u30"
C	2	"564.2116"	"0.0010"	"29"	"9.90e+06"	B	"20.701289"	"22.898766"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).3p"	"4S"	"3/2"		"T5109LS"	"L1176"
C	1	"564.434"	"0.016"	"2000bl?"	""		"8.848124381"	"11.044716"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<1/2>).9s"	"2[1/2]*"	"0"		""	"L2138"
B	1	"564.5888"	"0.0015"	"a*"	""		"5.9334881"	"8.129514"	"2s.2p2"	"2D"	"5/2"	"2s2.9f"	"2F*"	"5/2,7/2"		""	"L694"
B	1	"564.5888"	"0.0015"	"a*"	""		"5.9335273"	"8.129514"	"2s.2p2"	"2D"	"3/2"	"2s2.9f"	"2F*"	"5/2,7/2"		""	"L694"
C	2	"564.9638"	"0.0010"	"19"	"1.95e+07"	B+	"20.704213"	"22.898766"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4S"	"3/2"		"T2440"	"L1176"
C	1	"564.97"	"0.03"	"980"	""		"8.850662829"	"11.045181"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<1/2>).9s"	"2[1/2]*"	"1"		""	"L2138"
C	2	"566.4041"	"0.0010"	"33"	"2.93e+07"	B	"20.709791"	"22.898766"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4S"	"3/2"		"T5109LS"	"L1176"
N	2	"566.820"	"0.010"	"650"	"3.45e+07"	A	"18.466228"	"20.653592"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3D"	"2"		"T7333"	"L3513"
C	1	"567.0524"	"0.0014"	"18000"	"2.4e+06"	C	"8.53709962"	"10.7235720"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.5d"	"1P*"	"1"		"T5520"	"L17684"
N	2	"567.760"	"0.010"	"550"	"2.80e+07"	A	"18.462312"	"20.646058"	"2s2.2p.3s"	"3P*"	"0"	"2s2.2p.3p"	"3D"	"1"		"T7333"	"L3513"
N	2	"568.114"	"0.010"	"870"	"4.96e+07"	A	"18.483133"	"20.665518"	"2s2.2p.3s"	"3P*"	"2"	"2s2.2p.3p"	"3D"	"3"		"T7333"	"L3513"
N	2	"568.779"	"0.010"	"450"	"1.78e+07"	A	"18.466228"	"20.646058"	"2s2.2p.3s"	"3P*"	"1"	"2s2.2p.3p"	"3D"	"1"		"T7333"	"L3513"
C	1	"569.4690"	"0.0014"	"5800"	""		"8.53709962"	"10.7142898"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.6s"	"1P*"	"1"		""	"L17684"
C	2	"569.5880"	"0.0020"	"6"	"1.7e+06"	C	"24.653514"	"26.830251"	"2s.2p.(3P*).3d"	"4P*"	"5/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"		"T10528"	"L1176"
C	3	"569.750"	"0.010"	"450"	"4.27e+07"	B	"32.103388"	"34.279506"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.3d"	"1D"	"2"		"T5633"	"L1113"
C	2	"570.274"	"0.019"	"6w*"	""		"24.653514"	"26.827651"	"2s.2p.(3P*).3d"	"4P*"	"5/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"		""	"L1176"
C	2	"570.274"	"0.019"	"6w*"	"7.7e+05"	C	"24.656151"	"26.830251"	"2s.2p.(3P*).3d"	"4P*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"5/2"		"T10528"	"L1176"
C	2	"570.9614"	"0.0020"	"3"	"9.8e+05"	C	"24.656151"	"26.827651"	"2s.2p.(3P*).3d"	"4P*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"		"T10528"	"L1176"
N	2	"571.235"	"0.010"	"450"	"1.17e+07"	A	"18.483133"	"20.653592"	"2s2.2p.3s"	"3P*"	"2"	"2s2.2p.3p"	"3D"	"2"		"T7333"	"L3513"
C	2	"571.4095"	"0.0020"	"5"	"1.7e+06"	C	"24.657857"	"26.827651"	"2s.2p.(3P*).3d"	"4P*"	"1/2"	"2s.2p.(3P*).4p"	"4P"	"3/2"		"T10528"	"L1176"
C	2	"571.5145"	"0.0020"	"3"	"1.9e+06"	C	"24.656151"	"26.825558"	"2s.2p.(3P*).3d"	"4P*"	"3/2"	"2s.2p.(3P*).4p"	"4P"	"1/2"		"T10528"	"L1176"
C	1	"572.2366"	"0.0014"	"4800"	""		"8.53709962"	"10.7037605"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.6s"	"3P*"	"1"		""	"L17684"
N	2	"574.889"	"0.010"	"285"	"3.27e+06"	B+	"18.496930"	"20.653592"	"2s2.2p.3s"	"1P*"	"1"	"2s2.2p.3p"	"3D"	"2"		"T7333"	"L3513"
N	1	"575.410"	"0.010"	"700"	"1.06e+06"	C	"11.8444770"	"13.9991896"	"2s2.2p2.(3P).3p"	"4P*"	"5/2"	"2s2.2p2.(3P).5d"	"4D"	"7/2"		"u18,LS"	"L3513"
O	2	"575.5513"	"0.0010"	"5"	"1.27e+05"	C+	"26.358274"	"28.512453"	"2s.2p4"	"2P"	"3/2"	"2s2.2p2.(1D).3p"	"2D*"	"3/2"		"T6172n"	"L10621"
O	2	"576.2606"	"0.0010"	"11"	"6.39e+05"	C+	"26.358274"	"28.509803"	"2s.2p4"	"2P"	"3/2"	"2s2.2p2.(1D).3p"	"2D*"	"5/2"		"T6172n"	"L10621"
B	1	"576.3541"	"0.0015"	"a*"	"5.7e+05"	D+	"5.9334881"	"8.084685"	"2s.2p2"	"2D"	"5/2"	"2s2.8f"	"2F*"	"7/2"		"u27"	"L694"
B	1	"576.3541"	"0.0015"	"a*"	"3.9e+04"	D+	"5.9334881"	"8.084685"	"2s.2p2"	"2D"	"5/2"	"2s2.8f"	"2F*"	"5/2"		"u27"	"L694"
B	1	"576.3541"	"0.0015"	"a*"	"5.3e+05"	D+	"5.9335273"	"8.084685"	"2s.2p2"	"2D"	"3/2"	"2s2.8f"	"2F*"	"5/2"		"u27"	"L694"
N	1	"576.635"	"0.010"	"240"	""		""	""	""	""	""	""	""	""		""	"L3513"
O	2	"578.5392"	"0.0010"	"3w*"	""		"29.586034"	"31.729090"	"2s2.2p2.(3P).4s"	"4P"	"1/2"	"2s2.2p2.(3P).4f D"	"2[1]*"	"1/2"		""	"L10621"
O	2	"578.5392"	"0.0010"	"3w*"	""		"29.586034"	"31.729084"	"2s2.2p2.(3P).4s"	"4P"	"1/2"	"2s2.2p2.(3P).4f D"	"2[1]*"	"3/2"		""	"L10621"
C	1	"578.944"	"0.016"	"2200bl(Cr)"	""		"8.848124381"	"10.989834"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<3/2>).7d"	"2[3/2]*"	"1"		""	"L2138"
C	2	"579.338"	"0.009"	"4H"	"2.27e+07"	C+	"27.22939"	"29.36951"	"2s.2p.(3P*).4d"	"4F*"	"9/2"	"2s.2p.(3P*).6f"	"4G"	"11/2"		"T10528"	"L1176"
C	1	"579.4722"	"0.0014"	"38000"	"3.4e+05"	B	"7.945771557"	"10.085377438"	"2s.2p3"	"3D*"	"3"	"2s2.2p.4p"	"3P"	"2"		"T6070n"	"L17684"
C	2	"579.481"	"0.008"	"39"	"1.70e+07"	C+	"27.22166"	"29.36123"	"2s.2p.(3P*).4d"	"4F*"	"3/2"	"2s.2p.(3P*).6f"	"4G"	"5/2"		"T10528"	"L21568"
C	1	"579.6066"	"0.0014"	"15000"	"6.4e+04"	C+	"7.94627046"	"10.085377438"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3P"	"2"		"T6070n"	"L17684"
C	1	"580.0503"	"0.0014"	"1100"	""		"8.848124381"	"10.985590"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<3/2>).7d"	"2[5/2]*"	"2"		""	"L17684"
C	1	"580.1840"	"0.0014"	"9400"	"1.04e+05"	C+	"7.94613476"	"10.083115460"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3P"	"1"		"T6070n"	"L17684"
C	1	"580.2202"	"0.0014"	"35000"	"3.0e+05"	B	"7.94627046"	"10.083115460"	"2s.2p3"	"3D*"	"2"	"2s2.2p.4p"	"3P"	"1"		"T6070n"	"L17684"
C	4	"580.294"	"0.010"	"250"	"3.17e+07"	A	"37.54849"	"39.68507"	"1s2.3s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"3/2"		"T5118LS"	"L3492"
C	1	"580.6802"	"0.0014"	"14000"	"4.1e+05"	C+	"7.94613476"	"10.08128590"	"2s.2p3"	"3D*"	"1"	"2s2.2p.4p"	"3P"	"0"		"T6070n"	"L17684"
C	1	"580.741"	"0.003"	"5100*"	""		"8.850662829"	"10.985590"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<3/2>).7d"	"2[5/2]*"	"2"		""	"L17684"
C	1	"580.741"	"0.003"	"5100*"	"9.e+04"	D	"8.848124381"	"10.983051"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<3/2>).8s"	"2[3/2]*"	"2"		"T5520LS"	"L17684"
O	2	"581.1854"	"0.0010"	"9"	"5.24e+05"	C+	"26.379157"	"28.512453"	"2s.2p4"	"2P"	"1/2"	"2s2.2p2.(1D).3p"	"2D*"	"3/2"		"T6172n"	"L10621"
C	4	"581.359"	"0.010"	"200"	"3.16e+07"	A	"37.54849"	"39.68116"	"1s2.3s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"1/2"		"T5118LS"	"L3492"
C	1	"581.5122"	"0.0014"	"2300"	"1.2e+05"	D	"8.84658790"	"10.9786886"	"2s2.2p.3p"	"3P"	"0"	"2s2.2p.(2P*<1/2>).8s"	"2[1/2]*"	"1"		"T5520LS"	"L17684"
C	1	"581.9314"	"0.0014"	"1500"	"9.e+04"	D	"8.848124381"	"10.9786886"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<1/2>).8s"	"2[1/2]*"	"1"		"T5520LS"	"L17684"
C	2	"581.9913"	"0.0020"	"6"	"3.38e+06"	B	"22.527518"	"24.657857"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).3d"	"4P*"	"1/2"		"T5109LS"	"L1176"
B	1	"582.001"	"0.020"	"60"	""		"8.991694"	"11.12203"	"2s.2p2"	"2P"	"1/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		""	"L6232"
C	1	"582.1112"	"0.0014"	"1500"	"3.6e+05"	D	"8.848124381"	"10.978030"	"2s2.2p.3p"	"3P"	"1"	"2s2.2p.(2P*<1/2>).8s"	"2[1/2]*"	"0"		"T5520LS"	"L17684"
B	1	"582.268"	"0.020"	"100"	""		"8.993138"	"11.12244"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"5/2"		""	"L6232"
C	1	"582.32"	"0.03"	"1700d"	""		"9.00258381"	"11.13172"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L2138"
B	1	"582.394"	"0.020"	"10"	""		"8.993138"	"11.12203"	"2s.2p2"	"2P"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		""	"L6232"
C	2	"582.475"	"0.010"	"6*"	"3.38e+05"	B	"22.527518"	"24.656151"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).3d"	"4P*"	"3/2"		"T5109LS"	"L1176"
C	2	"582.475"	"0.010"	"6*"	"3.38e+06"	B	"22.529299"	"24.657857"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4P*"	"1/2"		"T5109LS"	"L1176"
C	1	"582.6258"	"0.0014"	"1500"	"1.5e+05"	D	"8.850662829"	"10.9786886"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.(2P*<1/2>).8s"	"2[1/2]*"	"1"		"T5520LS"	"L17684"
C	3	"582.804"	"0.010"	"150"	"7.32e+07"	B	"40.197226"	"42.324602"	"1s2.2s.4d"	"1D"	"2"	"1s2.2p.(2P*).3d"	"1F*"	"3"		"T5633"	"L4827"
C	2	"582.9466"	"0.0020"	"6"	"2.16e+06"	B	"22.529299"	"24.656151"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4P*"	"3/2"		"T5109LS"	"L1176"
N	1	"583.116"	"0.010"	"265"	""		""	""	""	""	""	""	""	""		""	"L3513"
C	2	"583.7968"	"0.0010"	"10"	"4.23e+06"	B	"22.532400"	"24.656151"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4P*"	"3/2"		"T5109LS"	"L1176"
C	2	"584.5230"	"0.0020"	"6"	"1.20e+06"	B	"22.532400"	"24.653514"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4P*"	"5/2"		"T5109LS"	"L1176"
O	2	"584.7853"	"0.0010"	"11"	""		"32.365335"	"34.485502?"	"2s2.2p2.(3P).5p"	"4D*"	"5/2"	"2s2.2p2.(1D).5s"	"2D"	"3/2"		""	"L10621"
C	1	"584.7967"	"0.0014"	"1100"	""		"8.771134696"	"10.891259"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.6d"	"3P*"	"1"		""	"L17684"
C	1	"585.1876"	"0.0014"	"1700"	""		"8.771134696"	"10.889851"	"2s2.2p.3p"	"3S"	"1"	"2s2.2p.6d"	"3P*"	"2"		""	"L17684"
